"IDan","Group","Gender","GenderF","Merkel","Sudety","Education","Education123","PrePANASpn","PrePANASp","PrePANASn","PostPANASpn","PostPANASp","PostPANASn","DelPANASpn","DelPANASp","DelPANASn","Post_PrePANASpn","Post_PrePANASp","Post_PrePANASn","Del_PostPANASpn","Del_PostPANASp","Del_PostPANASn","PreMacro","PostMacro","DelMacro","Post_PreMacro","Del_PostMacro","PreMicro","PreMicro_p","PreMicro_n","PostMicro","PostMicro_p","PostMicro_n","DelMicro","DelMicro_p","DelMicro_n","Post_PreMicro","Post_PreMicro_p","Post_PreMicro_n","Del_PostMicro","Del_PostMicro_p","Del_PostMicro_n","PreIATeffect","PostIATeffect","DelIATeffect","Post_PreIATeffect","Del_PostIATeffect","PrePANAS_01","PrePANAS_02","PrePANAS_03","PrePANAS_04","PrePANAS_05","PrePANAS_06","PrePANAS_07","PrePANAS_08","PrePANAS_09","PrePANAS_10","PrePANAS_11","PrePANAS_12","PrePANAS_13","PrePANAS_14","PrePANAS_15","PrePANAS_16","PrePANAS_17","PrePANAS_18","PrePANAS_19","PrePANAS_20","PostPANAS_01","PostPANAS_02","PostPANAS_03","PostPANAS_04","PostPANAS_05","PostPANAS_06","PostPANAS_07","PostPANAS_08","PostPANAS_09","PostPANAS_10","PostPANAS_11","PostPANAS_12","PostPANAS_13","PostPANAS_14","PostPANAS_15","PostPANAS_16","PostPANAS_17","PostPANAS_18","PostPANAS_19","PostPANAS_20","DelPANAS_01","DelPANAS_02","DelPANAS_03","DelPANAS_04","DelPANAS_05","DelPANAS_06","DelPANAS_07","DelPANAS_08","DelPANAS_09","DelPANAS_10","DelPANAS_11","DelPANAS_12","DelPANAS_13","DelPANAS_14","DelPANAS_15","DelPANAS_16","DelPANAS_17","DelPANAS_18","DelPANAS_19","DelPANAS_20","Post_PrePANAS_01","Post_PrePANAS_02","Post_PrePANAS_03","Post_PrePANAS_04","Post_PrePANAS_05","Post_PrePANAS_06","Post_PrePANAS_07","Post_PrePANAS_08","Post_PrePANAS_09","Post_PrePANAS_10","Post_PrePANAS_11","Post_PrePANAS_12","Post_PrePANAS_13","Post_PrePANAS_14","Post_PrePANAS_15","Post_PrePANAS_16","Post_PrePANAS_17","Post_PrePANAS_18","Post_PrePANAS_19","Post_PrePANAS_20","Del_PostPANAS_01","Del_PostPANAS_02","Del_PostPANAS_03","Del_PostPANAS_04","Del_PostPANAS_05","Del_PostPANAS_06","Del_PostPANAS_07","Del_PostPANAS_08","Del_PostPANAS_09","Del_PostPANAS_10","Del_PostPANAS_11","Del_PostPANAS_12","Del_PostPANAS_13","Del_PostPANAS_14","Del_PostPANAS_15","Del_PostPANAS_16","Del_PostPANAS_17","Del_PostPANAS_18","Del_PostPANAS_19","Del_PostPANAS_20","PreMacro_01","PreMacro_02","PreMacro_03","PreMacro_04","PreMacro_05","PreMacro_06","PreMacro_07","PostMacro_01","PostMacro_02","PostMacro_03","PostMacro_04","PostMacro_05","PostMacro_06","PostMacro_07","DelMacro_01","DelMacro_02","DelMacro_03","DelMacro_04","DelMacro_05","DelMacro_06","DelMacro_07","Post_PreMacro_01","Post_PreMacro_02","Post_PreMacro_03","Post_PreMacro_04","Post_PreMacro_05","Post_PreMacro_06","Post_PreMacro_07","Del_PostMacro_01","Del_PostMacro_02","Del_PostMacro_03","Del_PostMacro_04","Del_PostMacro_05","Del_PostMacro_06","Del_PostMacro_07","PreMicro_01","PreMicro_02","PreMicro_03","PreMicro_04","PreMicro_05","PreMicro_06","PreMicro_07","PreMicro_08","PreMicro_09","PreMicro_10","PostMicro_01","PostMicro_02","PostMicro_03","PostMicro_04","PostMicro_05","PostMicro_06","PostMicro_07","PostMicro_08","PostMicro_09","PostMicro_10","DelMicro_01","DelMicro_02","DelMicro_03","DelMicro_04","DelMicro_05","DelMicro_06","DelMicro_07","DelMicro_08","DelMicro_09","DelMicro_10","Post_PreMicro_01","Post_PreMicro_02","Post_PreMicro_03","Post_PreMicro_04","Post_PreMicro_05","Post_PreMicro_06","Post_PreMicro_07","Post_PreMicro_08","Post_PreMicro_09","Post_PreMicro_10","Del_PostMicro_01","Del_PostMicro_02","Del_PostMicro_03","Del_PostMicro_04","Del_PostMicro_05","Del_PostMicro_06","Del_PostMicro_07","Del_PostMicro_08","Del_PostMicro_09","Del_PostMicro_10","PreMacro_time","PostMacro_time","DelMacro_time","PreMicro_time","PostMicro_time","DelMicro_time"
424,"C","male",0,0,"N","S",2,27,14,13,66,16,10,70,20,10,39,2,-3,4,4,0,5,1,7,-4,6,41,24,17,36,24,12,45,30,15,-5,0,-5,9,6,3,-0.407645342355581,-0.452904514215831,-0.533532871885692,-0.0452591718602505,-0.0806283576698603,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3,1,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,0,1,0,0,0,0,-1,1,0,-1,-1,0,2,0,0,-2,0,0,-1,0,0,0,0,2,0,0,0,-1,0,0,0,0,-2,0,2,2,0,1,0,1,1,1,0,1,2,-1,1,1,-1,0,0,1,-1,2,2,0,0,0,2,1,0,0,-2,0,-1,-1,0,1,1,1,0,0,1,2,5,2,7,6,2,2,3,6,4,4,5,2,6,4,3,2,2,6,2,4,7,3,7,5,5,2,2,6,3,5,0,0,-1,-2,1,0,-1,0,-2,0,2,1,1,1,2,0,0,0,1,1,"1:08",NA,"1:55","2:15",NA,"2:05"
427,"C","male",0,0,"N","Z",1,43.1578947368421,27.7777777777778,16,68,18,10,76,26,10,24.8421052631579,-9.77777777777778,-6,8,8,0,8,4,2,-4,-2,43,24,19,37,20,17,38,23,15,-6,-4,-2,1,3,-2,-0.334105878433916,0.149106519003769,0.0331265319900509,0.483212397437686,-0.115979987013719,4,1,1,1,4,1,1,1,3,1,1,3,3,NA,2,3,3,3,3,2,2,1,1,1,3,1,1,1,2,1,1,2,1,2,1,1,3,1,1,1,3,1,1,1,4,1,1,1,2,2,1,2,1,4,1,4,2,1,2,1,-2,0,0,0,-1,0,0,0,-1,0,0,-1,-2,NA,-1,-2,0,-2,-2,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,3,-1,0,1,0,1,2,1,1,1,0,2,1,1,1,0,0,0,1,1,0,1,0,-1,0,1,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,6,3,4,6,6,4,3,4,3,4,4,3,3,4,6,3,3,4,4,3,5,2,3,4,7,4,2,4,3,4,-2,0,-1,-2,0,-1,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,"3:08",NA,"2:00","3:25",NA,"2:00"
430,"C","male",0,0,"N","Z",1,50,40,10,76,32,16,84,34,10,26,-8,6,8,2,-6,0,5,-5,5,-10,30,20,10,32,22,10,27,18,9,2,2,0,-5,-4,-1,-0.57587653743001,-0.123897032449123,-0.356953095406705,0.451979504980888,-0.233056062957583,5,1,3,1,3,1,1,1,5,4,1,2,1,4,1,5,5,1,4,1,3,2,1,3,2,1,1,1,2,2,2,4,1,4,2,4,5,1,5,2,3,1,2,1,3,1,1,1,3,3,1,2,1,4,1,5,5,1,4,1,-2,1,-2,2,-1,0,0,0,-3,-2,1,2,0,0,1,-1,0,0,1,1,0,-1,1,-2,1,0,0,0,1,1,-1,-2,0,0,-1,1,0,0,-1,-1,0,-1,0,-1,-1,1,2,1,1,1,1,-1,1,1,0,0,-1,-2,-1,-1,0,1,2,1,2,0,0,-1,-1,-1,-2,-3,0,-2,-1,3,1,5,3,6,2,3,3,1,3,6,2,7,2,5,2,3,1,1,3,3,2,5,1,5,2,3,3,1,2,3,1,2,-1,-1,0,0,-2,0,0,-3,0,-2,-1,0,0,0,2,0,-1,"1:30",NA,"1:10","2:18",NA,"1:12"
433,"C","female",1,0,"N","S",2,31,20,11,73,23,10,66,17,11,42,3,-1,-7,-6,1,2,1,1,-1,0,42,22,20,41,21,20,41,22,19,-1,-1,0,0,1,-1,-0.493182780203879,-0.220703071057868,-0.665625740970274,0.272479709146011,-0.444922669912406,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,3,1,2,2,3,1,2,1,2,1,1,1,3,2,1,1,1,2,1,2,3,1,3,1,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,2,1,2,2,-1,0,1,0,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,2,0,-1,0,-1,-1,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,"1:51",NA,"0:45","2:50",NA,"1:20"
436,"C","male",0,0,"A","Z",1,37,22,15,71,21,10,68,19,11,34,-1,-5,-3,-2,1,-4,-6,-7,-2,-1,29,15,14,34,11,23,22,14,8,5,-4,9,-12,3,-15,0.0200731950042079,-0.113711440837031,0.0579375426981906,-0.133784635841239,0.171648983535221,3,1,1,1,2,1,1,1,2,1,1,2,2,1,3,3,4,2,3,2,4,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,3,1,3,1,1,0,1,0,0,0,0,0,0,1,0,-1,-1,0,-2,-1,-2,-1,0,-1,-1,0,-1,0,1,0,0,0,0,-1,0,0,0,0,1,-1,1,0,0,0,-1,-2,1,0,-1,-2,1,-1,-2,1,0,-1,-2,-1,-2,-2,-1,-1,-2,-1,2,0,0,0,0,0,0,-2,-1,0,-2,-1,-1,1,3,2,3,1,4,5,2,1,4,4,3,2,4,1,4,2,4,7,4,4,2,1,1,2,3,5,1,2,4,1,2,0,1,0,0,-3,2,6,0,0,-1,-1,-3,1,-1,3,-3,-5,0,-3,0,"1:50",NA,"0:55","1:30",NA,"1:10"
439,"C","male",0,0,"N","V",3,48.4210526315789,33.3333333333333,16,55,20,25,69,29,20,6.57894736842105,-13.3333333333333,9,14,9,-5,3,2,2,-1,0,46,24,22,44,20,24,45,22,23,-2,-4,2,1,2,-1,-0.281263438392602,0.214050988140864,-0.26620303980958,0.495314426533466,-0.480254027950444,3,1,2,2,3,1,1,1,3,4,2,NA,2,3,2,4,4,2,4,2,2,3,1,4,3,2,2,2,1,2,3,2,2,2,2,2,3,3,2,2,3,2,1,2,3,2,2,1,3,3,3,3,2,3,2,3,3,2,4,2,-1,2,-1,2,0,1,1,1,-2,-2,1,NA,0,-1,0,-2,-1,1,-2,0,1,-1,0,-2,0,0,0,-1,2,1,0,1,0,1,0,1,0,-1,2,0,1,0,1,1,0,-1,1,0,1,0,1,0,-1,1,0,1,0,1,-1,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,1,4,5,5,3,6,6,4,5,4,4,4,5,5,4,5,6,5,3,4,3,4,3,5,4,5,6,5,4,5,4,0,0,0,1,-1,0,1,-2,0,-1,0,-2,0,0,0,0,0,1,1,1,"2:10","1:00","0:45","2:03","1:03","1:00"
442,"C","male",0,0,"N","Z",1,50,26,24,60,22,22,NA,NA,NA,10,-4,-2,NA,NA,NA,-6,-5,NA,1,NA,35,19,16,37,21,16,NA,NA,NA,2,2,0,NA,NA,NA,-0.16467995178169,-0.0485004789950761,NA,0.116179472786614,NA,3,2,2,2,2,2,2,2,3,2,2,3,4,2,4,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,5,4,3,3,3,3,4,3,4,3,5,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:05","0:49",NA,"1:35","0:55",NA
445,"C","male",0,0,"N","S",2,40,25,15,72,23,11,NA,NA,NA,32,-2,-4,NA,NA,NA,-2,-1,NA,1,NA,26,19,7,34,20,14,NA,NA,NA,8,1,7,NA,NA,NA,-0.495458955767822,-0.189901830339801,NA,0.30555712542802,NA,2,2,3,1,3,1,2,1,3,2,1,3,4,1,1,1,3,1,4,1,3,1,2,1,3,1,1,1,2,2,1,1,2,1,1,2,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,0,0,0,-1,0,-1,0,0,-2,-2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,-2,-1,0,1,0,1,-1,-2,-1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,5,1,2,3,2,2,5,1,3,4,6,2,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,3,1,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:52","1:03",NA,"1:45","1:00",NA
448,"C","male",0,0,"N","S",2,44,32,12,77,27,10,72,25,13,33,-5,-2,-5,-2,3,5,5,4,0,-1,42,22,20,39,22,17,36,22,14,-3,0,-3,-3,0,-3,-0.332621331292376,-0.148487582227621,-0.35687323297556,0.184133749064756,-0.208385650747939,4,1,4,1,3,2,1,1,4,2,1,2,2,3,1,3,3,1,4,1,3,1,3,1,3,1,1,1,3,2,1,2,1,3,1,2,3,1,3,1,3,2,3,2,2,1,1,1,2,2,1,2,1,2,1,3,3,1,3,2,-1,0,-1,0,0,-1,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,1,-1,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,-1,1,1,-1,1,0,0,0,0,0,1,-1,0,0,-1,0,0,5,5,3,6,5,4,3,4,2,5,5,4,3,6,5,3,2,4,2,5,5,2,4,5,6,2,3,3,2,4,0,-1,0,0,0,-1,-1,0,0,0,0,-2,1,-1,1,-1,1,-1,0,-1,"3:00","1:01","1:15","3:01","2:06","2:10"
451,"C","male",0,0,"N","Z",1,48,31,17,68,20,12,71,31,20,20,-11,-5,3,11,8,-4,-3,-3,1,0,26,16,10,24,13,11,29,16,13,-2,-3,1,5,3,2,-0.0947917146926199,0.230577467075263,-0.267602957682015,0.325369181767883,-0.498180424757278,3,1,3,3,3,1,1,2,3,2,1,4,2,3,3,3,4,2,3,1,2,1,2,1,3,1,1,1,1,1,1,3,2,1,2,2,3,1,2,1,3,1,3,2,2,1,2,2,3,3,2,4,2,3,3,3,4,2,3,3,-1,0,-1,-2,0,0,0,-1,-2,-1,0,-1,0,-2,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,1,1,2,2,1,1,0,2,1,1,1,1,1,2,0,0,-1,-2,-2,0,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,3,1,4,3,5,2,3,2,1,2,3,2,3,3,4,1,4,2,1,1,4,2,3,3,5,2,4,2,2,2,0,1,-1,0,-1,-1,1,0,0,-1,1,0,0,0,1,1,0,0,1,1,"1:30","0:49","0:55","1:42","1:40","1:20"
454,"C","male",0,0,"N","Z",1,40,26,14,67,20,13,NA,NA,NA,27,-6,-1,NA,NA,NA,3,3,NA,0,NA,45,26,19,43,26,17,NA,NA,NA,-2,0,-2,NA,NA,NA,-0.520361980717292,-0.146035717343804,NA,0.374326263373488,NA,3,1,1,1,3,1,2,1,3,1,1,2,2,2,2,3,4,1,4,2,2,3,1,1,2,1,1,1,2,1,1,2,2,2,1,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,-1,0,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,-1,1,0,-1,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,4,3,5,3,4,5,3,6,4,7,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,0,-1,1,0,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:52","1:16",NA,"1:53","1:00",NA
457,"C","male",0,0,"N","V",3,50,33,17,78,32,14,79,38,19,28,-1,-3,1,6,5,-4,-4,-3,0,1,31,14,17,25,14,11,25,13,12,-6,0,-6,0,-1,1,-0.393197170918331,0.0128752431514715,-0.758675276725063,0.406072414069802,-0.771550519876535,5,2,3,2,4,1,1,1,3,3,2,4,1,2,3,3,3,2,3,2,4,3,3,1,3,1,1,1,3,3,2,3,1,3,2,3,4,1,3,1,5,3,4,2,5,1,1,1,3,2,2,4,1,4,3,3,4,2,4,3,-1,1,0,-1,-1,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,0,-1,1,0,1,1,2,0,0,0,0,-1,0,1,0,1,1,0,0,1,1,2,-1,-1,-2,-1,0,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,0,0,1,0,0,0,-1,1,1,0,0,-1,1,-1,3,2,2,6,4,5,2,3,2,2,2,2,2,3,5,2,2,3,2,2,3,3,2,3,3,2,2,3,2,2,-1,0,0,-3,1,-3,0,0,0,0,1,1,0,0,-2,0,0,0,0,0,"1:43","0:57","0:53","2:03","1:28","1:45"
460,"C","female",1,0,"N","S",2,44,20,24,65,17,12,68,28,20,21,-3,-12,3,11,8,0,0,0,0,0,40,20,20,40,20,20,40,20,20,0,0,0,0,0,0,-0.00352914186412416,0.166140853347152,-0.562524514007169,0.169669995211277,-0.728665367354321,2,3,1,3,2,3,1,1,1,3,3,3,1,3,3,3,1,3,1,3,1,2,1,1,3,1,1,1,1,3,2,1,1,3,1,2,1,1,1,1,2,1,1,3,3,1,1,1,3,4,2,3,2,3,2,3,4,3,2,4,-1,-1,0,-2,1,-2,0,0,0,0,-1,-2,0,0,-2,-1,0,-2,0,-2,1,-1,0,2,0,0,0,0,2,1,0,2,1,0,1,1,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1:29","1:37","0:30","1:21","0:29","0:32"
463,"C","male",0,0,"N","Z",1,41,27,14,74,30,16,77,34,17,33,3,2,3,4,1,9,10,6,1,-4,47,28,19,43,27,16,45,29,16,-4,-1,-3,2,2,0,-0.416129687978917,-0.431839390769405,-0.403711600372665,-0.0157097027904885,0.0281277903967398,4,1,2,1,2,1,2,1,3,3,1,2,2,2,2,3,3,1,3,2,2,2,2,1,3,2,1,1,3,3,1,2,2,3,2,4,4,2,4,2,5,2,3,1,3,2,2,1,4,3,1,2,2,3,2,4,3,2,4,2,-2,1,0,0,1,1,-1,0,0,0,0,0,0,1,0,1,1,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,0,-1,2,0,0,1,0,0,0,0,1,0,0,-1,-1,-3,0,6,1,5,6,7,5,3,7,4,3,7,1,6,5,6,4,3,5,3,3,6,1,6,3,6,5,3,6,4,5,1,0,1,-1,-1,-1,0,-2,-1,0,-1,0,0,-2,0,1,0,1,1,2,"0:50","0:28","0:30","2:00","1:30","0:42"
466,"C","male",0,0,"N","S",2,45,30,15,74,25,11,62,22,20,29,-5,-4,-12,-3,9,0,-1,-3,-1,-2,36,15,21,31,16,15,35,16,19,-5,1,-6,4,0,4,-0.121408236719046,-0.259175942617258,-0.227022978449504,-0.137767705898212,0.0321529641677542,5,1,4,2,2,1,1,1,3,3,2,2,3,2,2,4,2,1,3,1,3,2,3,1,2,1,1,1,3,1,1,3,1,1,1,3,3,1,3,1,3,3,2,3,1,2,1,2,2,2,4,3,1,2,1,3,3,2,1,1,-2,1,-1,-1,0,0,0,0,0,-2,-1,1,-2,-1,-1,-1,1,0,0,0,0,1,-1,2,-1,1,0,1,-1,1,3,0,0,1,0,0,0,1,-2,0,1,0,0,-1,-1,0,1,1,0,0,-1,-1,-1,1,0,-1,0,-1,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,3,2,2,6,6,3,5,2,5,2,5,2,2,3,5,3,5,2,2,2,3,2,3,3,5,5,6,3,3,2,2,0,0,-3,-1,0,0,0,-3,0,-2,0,1,0,0,2,1,1,1,0,"1:20","1:00","1:00","2:00","2:02","1:30"
469,"C","male",0,0,"N","S",2,53,38,15,69,22,13,52,24,32,16,-16,-2,-17,2,19,-4,-5,-7,-1,-2,25,16,9,20,11,9,24,14,10,-5,-5,0,4,3,1,-1.19237453268695,-0.2270057835916,-0.507663402526288,0.965368749095347,-0.280657618934688,5,2,4,1,2,1,1,1,5,4,1,2,2,3,2,4,5,2,4,2,3,2,3,1,2,1,1,1,3,3,2,1,1,1,2,2,2,1,2,1,2,4,3,4,2,4,4,1,2,3,4,2,1,3,2,2,3,4,2,4,-2,0,-1,0,0,0,0,0,-2,-1,1,-1,-1,-2,0,-2,-3,-1,-2,-1,-1,2,0,3,0,3,3,0,-1,0,2,1,0,2,0,0,1,3,0,3,-1,-1,-2,-1,-1,0,2,-1,-1,-2,-1,-2,0,2,-2,-2,-1,0,-1,-2,1,0,0,0,0,-1,0,0,-1,-1,1,1,1,-2,-1,2,2,3,3,6,1,1,3,2,2,1,2,2,3,3,1,2,3,1,2,2,1,5,3,3,2,2,2,2,2,-1,0,-1,0,-3,0,1,0,-1,0,1,-1,3,0,0,1,0,-1,1,0,"1:40","1:15","1:18","2:15","1:50","1:27"
472,"C","male",0,0,"N","S",2,58,38,20,62.1111111111111,21,18.8888888888889,NA,NA,NA,4.11111111111111,-17,-1.11111111111111,NA,NA,NA,8,7,NA,-1,NA,45,23,22,53,30,23,NA,NA,NA,8,7,1,NA,NA,NA,NA,-0.429906003719648,NA,NA,NA,5,1,3,3,3,1,2,1,4,3,2,4,2,3,4,5,3,2,5,2,3,4,2,3,2,1,1,1,2,2,3,2,1,2,1,2,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,3,-1,0,-1,0,-1,0,-2,-1,1,-2,-1,-1,-3,-3,0,NA,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,2,2,1,1,1,2,-1,1,2,NA,NA,NA,NA,NA,NA,NA,0,1,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,5,6,7,7,2,4,6,3,6,7,6,4,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,4,4,1,-2,-2,-1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:35","0:28",NA,"1:40","0:40",NA
475,"C","male",0,0,"A","S",2,52,35,17,70,23,13,65,25,20,18,-12,-4,-5,2,7,-4,-5,-5,-1,0,27,18,9,26,16,10,24,16,8,-1,-2,1,-2,0,-2,-0.667838327049231,-0.250295847878125,-0.0421738811727154,0.417542479171106,0.208121966705409,5,2,3,2,3,1,2,1,3,3,1,4,2,3,3,4,4,1,3,2,3,2,2,1,2,1,1,1,2,3,1,3,1,2,2,2,3,2,1,1,4,3,2,3,2,1,1,1,3,2,1,2,1,3,3,3,2,2,2,4,-2,0,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-2,-1,1,-2,-1,1,1,0,2,0,0,0,0,1,-1,0,-1,0,1,1,1,-1,0,1,3,1,-1,-2,-1,-2,-1,2,1,0,-2,-1,-2,-2,1,1,-1,-2,-2,-2,-1,2,0,1,0,0,0,-1,-1,0,-1,0,-1,0,1,1,3,1,6,3,6,1,2,2,2,1,3,1,5,3,5,2,2,2,2,1,3,1,6,2,5,1,3,1,1,1,0,0,-1,0,-1,1,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,0,"1:20","1:00","0:55","2:15","2:20","1:35"
478,"C","female",1,0,"N","V",3,42,32,10,79,33,14,NA,NA,NA,37,1,4,NA,NA,NA,3,3,NA,0,NA,43,24,19,46,26,20,NA,NA,NA,3,2,1,NA,NA,NA,-0.497201179207962,-0.306535023347935,NA,0.190666155860027,NA,3,1,2,1,4,1,1,1,3,4,1,3,1,2,1,3,4,1,4,1,4,2,1,1,3,1,1,2,3,4,3,4,1,2,1,4,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,0,-1,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,0,0,1,1,1,1,-1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,3,6,6,3,3,6,3,5,5,5,3,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,-1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:45","0:18",NA,"1:08","0:53",NA
481,"C","female",1,0,"N","S",2,29,16,13,67,18,11,82,33,11,38,2,-2,15,15,0,1,-1,-3,-2,-2,28,15,13,28,15,13,26,12,14,0,0,0,-2,-3,1,-0.493952147704467,0.528711501591459,0.0696853170862962,1.02266364929593,-0.459026184505163,2,3,1,1,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,3,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,4,1,3,1,4,1,1,1,3,3,1,1,1,3,2,4,4,1,4,1,1,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,-1,2,0,2,0,0,0,2,1,0,0,0,1,1,2,2,0,2,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,1,-2,-1,0,0,-1,0,1,0,0,-1,0,0,-1,0,-2,-1,1,0,-1,1,0,4,2,2,4,5,3,2,1,2,3,4,2,2,4,5,2,3,2,2,2,3,2,2,4,5,4,2,1,2,1,0,0,0,0,0,-1,1,1,0,-1,-1,0,0,0,0,2,-1,-1,0,-1,"1:15","0:20","0:54","1:52","1:10","1:23"
